day,month,statefips,case_count,death_count,new_case_count,new_death_count
27,1,12,0,0,0,0
28,1,12,0,0,0,0
29,1,12,0,0,0,0
30,1,12,0,0,0,0
31,1,12,0,0,0,0
1,2,12,0,0,0,0
2,2,12,0,0,0,0
3,2,12,0,0,0,0
4,2,12,0,0,0,0
5,2,12,0,0,0,0
6,2,12,0,0,0,0
7,2,12,0,0,0,0
8,2,12,0,0,0,0
9,2,12,0,0,0,0
10,2,12,0,0,0,0
11,2,12,0,0,0,0
12,2,12,0,0,0,0
13,2,12,0,0,0,0
14,2,12,0,0,0,0
15,2,12,0,0,0,0
16,2,12,0,0,0,0
17,2,12,0,0,0,0
18,2,12,0,0,0,0
19,2,12,0,0,0,0
20,2,12,0,0,0,0
21,2,12,0,0,0,0
22,2,12,0,0,0,0
23,2,12,0,0,0,0
24,2,12,0,0,0,0
25,2,12,0,0,0,0
26,2,12,0,0,0,0
27,2,12,0,0,0,0
28,2,12,0,0,0,0
29,2,12,0,0,0,0
1,3,12,2,0,.286,0
2,3,12,2,0,.286,0
3,3,12,3,0,.429,0
4,3,12,3,0,.429,0
5,3,12,4,0,.571,0
6,3,12,7,2,1,.286
7,3,12,12,2,1.71,.286
8,3,12,13,2,1.57,.286
9,3,12,14,2,1.71,.286
10,3,12,23,2,2.86,.286
11,3,12,26,2,3.29,.286
12,3,12,46,2,6,.286
13,3,12,70,2,9,0
14,3,12,70,3,8.29,.143
15,3,12,109,3,13.7,.143
16,3,12,141,4,18.1,.286
17,3,12,210,6,26.7,.571
18,3,12,326,7,42.9,.714
19,3,12,434,8,55.4,.857
20,3,12,564,9,70.6,1
21,3,12,764,11,99.1,1.14
22,3,12,1000,13,127,1.43
23,3,12,1222,18,154,2
24,3,12,1467,20,180,2
25,3,12,1971,23,235,2.29
26,3,12,2478,29,292,3
27,3,12,3198,46,376,5.29
28,3,12,4038,56,468,6.43
29,3,12,4943,60,563,6.71
30,3,12,5695,72,639,7.71
31,3,12,6742,85,754,9.29
1,4,12,7769,100,828,11
2,4,12,9000,144,932,16.4
3,4,12,10260,169,1009,17.6
4,4,12,11537,194,1071,19.7
5,4,12,12342,220,1057,22.9
6,4,12,13621,253,1132,25.9
7,4,12,14739,295,1142,30
8,4,12,15690,322,1132,31.7
9,4,12,16819,370,1117,32.3
10,4,12,17960,418,1100,35.6
11,4,12,18978,445,1063,35.9
12,4,12,19855,460,1073,34.3
13,4,12,21011,498,1056,35
14,4,12,21620,570,983,39.3
15,4,12,22526,613,977,41.6
16,4,12,23332,667,930,42.4
17,4,12,24745,725,969,43.9
18,4,12,25484,747,929,43.1
19,4,12,26306,773,922,44.7
20,4,12,27050,822,863,46.3
21,4,12,27861,866,892,42.3
22,4,12,28301,926,825,44.7
23,4,12,29640,986,901,45.6
24,4,12,30525,1045,826,45.7
25,4,12,30831,1054,764,43.9
26,4,12,31520,1073,745,42.9
27,4,12,32130,1087,726,37.9
28,4,12,32838,1170,711,43.4
29,4,12,33185,1216,698,41.4
30,4,12,33683,1267,578,40.1
1,5,12,34720,1313,599,38.3
2,5,12,35455,1363,661,44.1
3,5,12,36070,1378,650,43.6
4,5,12,36889,1398,680,44.4
5,5,12,37431,1470,656,42.9
6,5,12,37994,1538,687,46
7,5,12,38820,1599,734,47.4
8,5,12,39191,1668,639,50.7
9,5,12,39993,1714,648,50.1
10,5,12,40588,1720,645,48.9
11,5,12,40974,1734,584,48
12,5,12,41915,1778,641,44
13,5,12,42394,1826,629,41.1
14,5,12,43202,1874,626,39.3
15,5,12,44130,1916,706,35.4
16,5,12,44803,1963,687,35.6
17,5,12,45580,1972,713,36
18,5,12,46434,1996,780,37.4
19,5,12,46936,2051,717,39
20,5,12,47463,2095,724,38.4
21,5,12,48667,2143,781,38.4
22,5,12,49443,2189,759,39
23,5,12,50119,2232,759,38.4
24,5,12,50859,2236,754,37.7
25,5,12,51738,2251,758,36.4
26,5,12,52247,2258,759,29.6
27,5,12,52626,2318,738,31.9
28,5,12,53277,2363,659,31.4
29,5,12,54489,2412,721,31.9
30,5,12,55416,2446,757,30.6
31,5,12,56155,2450,757,30.6
1,6,12,56822,2459,726,29.7
2,6,12,57439,2529,742,38.7
3,6,12,58756,2565,876,35.3
4,6,12,60175,2606,985,34.7
5,6,12,61480,2659,999,35.3
6,6,12,62750,2687,1048,34.4
7,6,12,63930,2699,1111,35.6
8,6,12,64896,2711,1153,36
9,6,12,65992,2764,1222,33.6
10,6,12,67363,2800,1230,33.6
11,6,12,69061,2847,1269,34.4
12,6,12,70963,2876,1355,31
13,6,12,73544,2924,1542,33.9
14,6,12,75560,2930,1661,33
15,6,12,77318,2937,1775,32.3
16,6,12,80101,2992,2016,32.6
17,6,12,82711,3017,2193,31
18,6,12,85918,3060,2408,30.4
19,6,12,89740,3103,2682,32.4
20,6,12,93789,3143,2892,31.3
21,6,12,97283,3160,3103,32.9
22,6,12,100209,3172,3270,33.6
23,6,12,103495,3237,3342,35
24,6,12,109006,3280,3756,37.6
25,6,12,114010,3326,4013,38
26,6,12,122952,3365,4745,37.4
27,6,12,132537,3389,5535,35.1
28,6,12,141067,3418,6255,36.9
29,6,12,146333,3446,6589,39.1
30,6,12,152426,3504,6990,38.1
1,7,12,158989,3549,7140,38.4
2,7,12,169098,3616,7870,41.4
3,7,12,178586,3683,7948,45.4
4,7,12,190044,3701,8215,44.6
5,7,12,200103,3730,8434,44.6
6,7,12,206439,3777,8587,47.3
7,7,12,213786,3840,8766,48
8,7,12,223775,3888,9255,48.4
9,7,12,232710,4008,9087,56
10,7,12,244143,4101,9365,59.7
11,7,12,254503,4196,9208,70.7
12,7,12,269803,4241,9957,73
13,7,12,282427,4276,10855,71.3
14,7,12,291621,4408,11119,81.1
15,7,12,301802,4520,11147,90.3
16,7,12,315767,4676,11865,95.4
17,7,12,327233,4804,11870,100
18,7,12,337561,4894,11865,99.7
19,7,12,350039,4981,11462,106
20,7,12,360386,5071,11137,114
21,7,12,369826,5205,11172,114
22,7,12,379611,5344,11116,118
23,7,12,389860,5517,10585,120
24,7,12,402304,5652,10724,121
25,7,12,414503,5776,10992,126
26,7,12,423847,5853,10544,125
27,7,12,432739,5930,10336,123
28,7,12,441969,6116,10306,130
29,7,12,451415,6332,10258,141
30,7,12,461371,6585,10216,153
31,7,12,470378,6842,9725,170
1,8,12,480020,7021,9360,178
2,8,12,487124,7083,9040,176
3,8,12,491876,7156,8448,175
4,8,12,497322,7401,7908,184
5,8,12,502731,7626,7331,185
6,8,12,510381,7746,7001,166
7,8,12,518067,7926,6813,155
8,8,12,526569,8108,6650,155
9,8,12,532798,8185,6525,157
10,8,12,536953,8276,6440,160
11,8,12,542784,8552,6495,164
12,8,12,550893,8764,6880,163
13,8,12,557129,8912,6678,167
14,8,12,563277,9140,6459,173
15,8,12,569629,9344,6151,177
16,8,12,573408,9451,5801,181
17,8,12,576086,9538,5590,180
18,8,12,579924,9757,5306,172
19,8,12,584039,9931,4735,167
20,8,12,588594,10048,4495,162
21,8,12,593278,10167,4286,147
22,8,12,597589,10273,3994,133
23,8,12,600563,10324,3879,125
24,8,12,602821,10396,3819,123
25,8,12,605494,10579,3653,117
26,8,12,608714,10732,3525,114
27,8,12,611983,10867,3341,117
28,8,12,615798,10956,3217,113
29,8,12,618995,11104,3058,119
30,8,12,621578,11118,3002,113
31,8,12,623463,11186,2949,113
1,9,12,631032,11373,3648,113
2,9,12,633434,11500,3531,110
3,9,12,637005,11649,3575,112
4,9,12,640203,11749,3486,113
5,9,12,643859,11810,3552,101
6,9,12,646423,11848,3549,104
7,9,12,648261,11870,3543,97.7
8,9,12,650084,11914,2722,77.3
9,9,12,652140,12114,2672,87.7
10,9,12,654723,12325,2531,96.6
11,9,12,658373,12501,2596,107
12,9,12,661563,12599,2529,113
13,9,12,663986,12607,2509,108
14,9,12,665722,12641,2494,110
15,9,12,668838,12786,2679,125
16,9,12,671193,12938,2722,118
17,9,12,674448,13085,2818,109
18,9,12,677652,13224,2754,103
19,9,12,681225,13286,2809,98.1
20,9,12,683746,13295,2823,98.3
21,9,12,685431,13316,2816,96.4
22,9,12,687901,13415,2723,89.9
23,9,12,690491,13617,2757,97
24,9,12,693032,13794,2655,101
25,9,12,695879,13914,2604,98.6
26,9,12,698674,14021,2493,105
27,9,12,700556,14031,2401,105
28,9,12,701294,14036,2266,103
29,9,12,704560,14142,2380,104
30,9,12,706508,14316,2288,99.9
1,10,12,709136,14443,2301,92.7
2,10,12,711796,14553,2274,91.3
3,10,12,714583,14627,2273,86.6
4,10,12,716451,14670,2271,91.3
5,10,12,717866,14711,2367,96.4
6,10,12,720117,14766,2222,89.1
7,10,12,722699,14903,2313,83.9
8,10,12,726005,15067,2410,89.1
9,10,12,728913,15185,2445,90.3
10,10,12,728913,15185,2047,79.7
11,10,12,734483,15363,2576,99
12,10,12,736016,15411,2593,100
13,10,12,738741,15530,2661,109
14,10,12,741624,15594,2704,98.7
15,10,12,744980,15735,2711,95.4
16,10,12,748429,15829,2788,92
17,10,12,752473,15916,3366,104
18,10,12,755012,15966,2933,86.1
19,10,12,756719,16020,2958,87
20,10,12,760381,16104,3091,82
21,10,12,762525,16209,2986,87.9
22,10,12,768083,16266,3300,75.9
23,10,12,771772,16339,3335,72.9
24,10,12,776243,16416,3396,71.4
25,10,12,778628,16428,3374,66
26,10,12,782005,16448,3612,61.1
27,10,12,.,.,.,.
