day,month,statefips,case_count,death_count,new_case_count,new_death_count
27,1,17,1,0,.143,0
28,1,17,1,0,.143,0
29,1,17,1,0,.143,0
30,1,17,2,0,.286,0
31,1,17,2,0,.143,0
1,2,17,2,0,.143,0
2,2,17,2,0,.143,0
3,2,17,2,0,.143,0
4,2,17,2,0,.143,0
5,2,17,2,0,.143,0
6,2,17,2,0,0,0
7,2,17,2,0,0,0
8,2,17,2,0,0,0
9,2,17,2,0,0,0
10,2,17,2,0,0,0
11,2,17,2,0,0,0
12,2,17,2,0,0,0
13,2,17,2,0,0,0
14,2,17,2,0,0,0
15,2,17,2,0,0,0
16,2,17,2,0,0,0
17,2,17,2,0,0,0
18,2,17,2,0,0,0
19,2,17,2,0,0,0
20,2,17,2,0,0,0
21,2,17,2,0,0,0
22,2,17,2,0,0,0
23,2,17,2,0,0,0
24,2,17,2,0,0,0
25,2,17,2,0,0,0
26,2,17,2,0,0,0
27,2,17,2,0,0,0
28,2,17,2,0,0,0
29,2,17,3,0,.143,0
1,3,17,3,0,.143,0
2,3,17,4,0,.286,0
3,3,17,4,0,.286,0
4,3,17,4,0,.286,0
5,3,17,5,0,.429,0
6,3,17,6,0,.571,0
7,3,17,6,0,.429,0
8,3,17,7,0,.571,0
9,3,17,11,0,1,0
10,3,17,19,0,2.14,0
11,3,17,25,0,3,0
12,3,17,32,0,3.86,0
13,3,17,46,0,5.71,0
14,3,17,66,0,8.57,0
15,3,17,94,0,12.4,0
16,3,17,104,0,13.3,0
17,3,17,159,1,20,.143
18,3,17,286,1,37.3,.143
19,3,17,420,4,55.4,.571
20,3,17,583,5,76.7,.714
21,3,17,751,6,97.9,.857
22,3,17,1047,9,136,1.29
23,3,17,1285,12,169,1.71
24,3,17,1535,16,197,2.14
25,3,17,1874,21,227,2.86
26,3,17,2538,26,303,3.14
27,3,17,3029,37,349,4.57
28,3,17,3547,50,399,6.29
29,3,17,4615,71,510,8.86
30,3,17,5070,84,541,10.3
31,3,17,5992,107,637,13
1,4,17,6978,146,729,17.9
2,4,17,7695,165,737,19.9
3,4,17,8904,212,839,25
4,4,17,10357,248,973,28.3
5,4,17,11276,283,952,30.3
6,4,17,12262,309,1027,32.1
7,4,17,13549,384,1080,39.6
8,4,17,15078,464,1157,45.4
9,4,17,16422,534,1247,52.7
10,4,17,17887,607,1283,56.4
11,4,17,19180,682,1260,62
12,4,17,20852,727,1368,63.4
13,4,17,22025,800,1395,70.1
14,4,17,23247,878,1385,70.6
15,4,17,24593,958,1359,70.6
16,4,17,25734,1081,1330,78.1
17,4,17,27575,1142,1384,76.4
18,4,17,29160,1272,1426,84.3
19,4,17,30357,1302,1358,82.1
20,4,17,31508,1359,1355,79.9
21,4,17,33059,1479,1402,85.9
22,4,17,35108,1577,1502,88.4
23,4,17,36935,1696,1600,87.9
24,4,17,39658,1804,1726,94.6
25,4,17,41777,1884,1802,87.4
26,4,17,43903,1943,1935,91.6
27,4,17,45883,1992,2054,90.4
28,4,17,48102,2132,2149,93.3
29,4,17,50355,2221,2178,92
30,4,17,52918,2361,2283,95
1,5,17,56055,2464,2342,94.3
2,5,17,58505,2576,2390,98.9
3,5,17,61499,2632,2514,98.4
4,5,17,63840,2673,2565,97.3
5,5,17,65889,2843,2541,102
6,5,17,68164,2977,2544,108
7,5,17,70802,3139,2555,111
8,5,17,73688,3262,2519,114
9,5,17,76008,3362,2500,112
10,5,17,77662,3426,2309,113
11,5,17,79123,3480,2183,115
12,5,17,83168,3617,2468,111
13,5,17,84874,3815,2387,120
14,5,17,88081,3945,2468,115
15,5,17,90528,4075,2406,116
16,5,17,92669,4149,2380,112
17,5,17,94360,4198,2385,110
18,5,17,96778,4257,2522,111
19,5,17,98298,4399,2161,112
20,5,17,100713,4547,2263,105
21,5,17,102995,4634,2131,98.4
22,5,17,105710,4740,2169,95
23,5,17,108100,4817,2204,95.4
24,5,17,110541,4884,2312,98
25,5,17,112248,4912,2210,93.6
26,5,17,113486,4960,2170,80.1
27,5,17,114612,5118,1986,81.6
28,5,17,116128,5225,1876,84.4
29,5,17,117794,5308,1726,81.1
30,5,17,119290,5368,1599,78.7
31,5,17,120588,5426,1435,77.4
1,6,17,121666,5458,1345,78
2,6,17,123244,5567,1394,86.7
3,6,17,124279,5665,1381,78.1
4,6,17,125149,5772,1289,78.1
5,6,17,126317,5834,1218,75.1
6,6,17,127251,5898,1137,75.7
7,6,17,128070,5939,1069,73.3
8,6,17,129543,6142,1125,97.7
9,6,17,130321,6237,1011,95.7
10,6,17,130889,6302,944,91
11,6,17,131731,6388,940,88
12,6,17,132489,6469,882,90.7
13,6,17,133117,6491,838,84.7
14,6,17,133719,6512,807,81.9
15,6,17,134247,6543,672,57.3
16,6,17,134866,6608,649,53
17,6,17,135416,6687,647,55
18,6,17,136081,6737,621,49.9
19,6,17,136917,6801,633,47.4
20,6,17,137535,6846,631,50.7
21,6,17,138154,6865,634,50.4
22,6,17,138615,6889,624,49.4
23,6,17,139282,6925,631,45.3
24,6,17,140025,6986,658,42.7
