day,month,statefips,case_count,death_count,new_case_count,new_death_count
27,1,35,0,0,0,0
28,1,35,0,0,0,0
29,1,35,0,0,0,0
30,1,35,0,0,0,0
31,1,35,0,0,0,0
1,2,35,0,0,0,0
2,2,35,0,0,0,0
3,2,35,0,0,0,0
4,2,35,0,0,0,0
5,2,35,0,0,0,0
6,2,35,0,0,0,0
7,2,35,0,0,0,0
8,2,35,0,0,0,0
9,2,35,0,0,0,0
10,2,35,0,0,0,0
11,2,35,0,0,0,0
12,2,35,0,0,0,0
13,2,35,0,0,0,0
14,2,35,0,0,0,0
15,2,35,0,0,0,0
16,2,35,0,0,0,0
17,2,35,0,0,0,0
18,2,35,0,0,0,0
19,2,35,0,0,0,0
20,2,35,0,0,0,0
21,2,35,0,0,0,0
22,2,35,0,0,0,0
23,2,35,0,0,0,0
24,2,35,0,0,0,0
25,2,35,0,0,0,0
26,2,35,0,0,0,0
27,2,35,0,0,0,0
28,2,35,0,0,0,0
29,2,35,0,0,0,0
1,3,35,0,0,0,0
2,3,35,0,0,0,0
3,3,35,0,0,0,0
4,3,35,0,0,0,0
5,3,35,0,0,0,0
6,3,35,0,0,0,0
7,3,35,0,0,0,0
8,3,35,0,0,0,0
9,3,35,0,0,0,0
10,3,35,0,0,0,0
11,3,35,4,0,.571,0
12,3,35,6,0,.857,0
13,3,35,10,0,1.43,0
14,3,35,13,0,1.86,0
15,3,35,17,0,2.43,0
16,3,35,21,0,3,0
17,3,35,23,0,3.29,0
18,3,35,28,0,3.43,0
19,3,35,35,0,4.14,0
20,3,35,43,0,4.71,0
21,3,35,57,0,6.29,0
22,3,35,65,0,6.86,0
23,3,35,83,0,8.86,0
24,3,35,100,0,11,0
25,3,35,113,1,12.1,.143
26,3,35,136,1,14.4,.143
27,3,35,191,1,21.1,.143
28,3,35,210,2,21.9,.286
29,3,35,237,2,24.6,.286
30,3,35,282,4,28.4,.571
31,3,35,315,5,30.7,.714
1,4,35,363,6,35.7,.714
2,4,35,403,7,38.1,.857
3,4,35,495,10,43.4,1.29
4,4,35,544,11,47.7,1.29
5,4,35,624,12,55.3,1.43
6,4,35,686,12,57.7,1.14
7,4,35,794,13,68.4,1.14
8,4,35,865,16,71.7,1.43
9,4,35,989,17,83.7,1.43
10,4,35,1090,19,85,1.29
11,4,35,1174,20,90,1.29
12,4,35,1245,26,88.7,2
13,4,35,1345,31,94.1,2.71
14,4,35,1407,36,87.6,3.29
15,4,35,1484,36,88.4,2.86
16,4,35,1597,44,86.9,3.86
17,4,35,1711,51,88.7,4.57
18,4,35,1798,53,89.1,4.71
19,4,35,1845,55,85.7,4.14
20,4,35,1971,58,89.4,3.86
21,4,35,2072,65,95,4.14
22,4,35,2210,71,104,5
23,4,35,2379,78,112,4.86
24,4,35,2524,84,116,4.71
25,4,35,2662,93,123,5.71
26,4,35,2728,99,126,6.29
27,4,35,2825,104,122,6.57
28,4,35,2975,110,129,6.43
29,4,35,3213,112,143,5.86
30,4,35,3411,123,147,6.43
1,5,35,3513,131,141,6.71
2,5,35,3732,139,153,6.57
3,5,35,3850,151,160,7.43
4,5,35,4030,156,172,7.43
5,5,35,4137,162,166,7.43
6,5,35,4290,169,154,8.14
7,5,35,4492,172,154,7
8,5,35,4673,181,166,7.14
9,5,35,4778,191,149,7.43
10,5,35,4863,200,145,7
11,5,35,5069,208,148,7.43
12,5,35,5212,219,154,8.14
13,5,35,5364,231,153,8.86
14,5,35,5503,242,144,10
15,5,35,5662,253,141,10.3
16,5,35,5847,259,153,9.71
17,5,35,5938,265,154,9.29
18,5,35,6096,270,147,8.86
19,5,35,6192,276,140,8.14
20,5,35,6338,283,139,7.43
21,5,35,6472,294,138,7.43
22,5,35,6625,302,138,7
23,5,35,6795,308,135,7
24,5,35,6943,317,144,7.43
25,5,35,7026,320,133,7.14
26,5,35,7130,325,134,7
27,5,35,7252,329,131,6.57
28,5,35,7364,335,127,5.86
29,5,35,7493,344,124,6
30,5,35,7624,351,118,6.14
31,5,35,7689,356,107,5.57
