day,month,statefips,case_count,death_count,new_case_count,new_death_count
27,1,9,0,0,0,0
28,1,9,0,0,0,0
29,1,9,0,0,0,0
30,1,9,0,0,0,0
31,1,9,0,0,0,0
1,2,9,0,0,0,0
2,2,9,0,0,0,0
3,2,9,0,0,0,0
4,2,9,0,0,0,0
5,2,9,0,0,0,0
6,2,9,0,0,0,0
7,2,9,0,0,0,0
8,2,9,0,0,0,0
9,2,9,0,0,0,0
10,2,9,0,0,0,0
11,2,9,0,0,0,0
12,2,9,0,0,0,0
13,2,9,0,0,0,0
14,2,9,0,0,0,0
15,2,9,0,0,0,0
16,2,9,0,0,0,0
17,2,9,0,0,0,0
18,2,9,0,0,0,0
19,2,9,0,0,0,0
20,2,9,0,0,0,0
21,2,9,0,0,0,0
22,2,9,0,0,0,0
23,2,9,0,0,0,0
24,2,9,0,0,0,0
25,2,9,0,0,0,0
26,2,9,0,0,0,0
27,2,9,0,0,0,0
28,2,9,0,0,0,0
29,2,9,0,0,0,0
1,3,9,0,0,0,0
2,3,9,0,0,0,0
3,3,9,0,0,0,0
4,3,9,0,0,0,0
5,3,9,0,0,0,0
6,3,9,0,0,0,0
7,3,9,0,0,0,0
8,3,9,1,0,.143,0
9,3,9,2,0,.286,0
10,3,9,2,0,.286,0
11,3,9,3,0,.429,0
12,3,9,6,0,.857,0
13,3,9,11,0,1.57,0
14,3,9,20,0,2.86,0
15,3,9,26,0,3.57,0
16,3,9,41,0,5.57,0
17,3,9,68,0,9.43,0
18,3,9,96,1,13.3,.143
19,3,9,159,4,21.9,.571
20,3,9,194,4,26.1,.571
21,3,9,223,5,29,.714
22,3,9,327,8,43,1.14
23,3,9,415,10,53.4,1.43
24,3,9,618,12,78.6,1.71
25,3,9,875,19,111,2.57
26,3,9,1012,21,122,2.43
27,3,9,1291,27,157,3.29
28,3,9,1524,33,186,4
29,3,9,1993,34,238,3.71
30,3,9,2571,36,308,3.71
31,3,9,3128,69,359,8.14
1,4,9,3557,85,383,9.43
2,4,9,3824,112,402,13
3,4,9,4915,132,518,15
4,4,9,5276,165,536,18.9
5,4,9,5675,189,526,22.1
6,4,9,6906,206,619,24.3
7,4,9,7781,277,665,29.7
8,4,9,8781,335,746,35.7
9,4,9,9784,380,851,38.3
10,4,9,10538,448,803,45.1
11,4,9,11510,494,891,47
12,4,9,12035,554,909,52.1
13,4,9,13381,602,925,56.6
14,4,9,13989,671,887,56.3
15,4,9,14755,868,853,76.1
16,4,9,15884,971,871,84.4
17,4,9,16809,1036,896,84
18,4,9,17550,1086,863,84.6
19,4,9,17962,1127,847,81.9
20,4,9,19815,1331,919,104
21,4,9,20360,1423,910,107
22,4,9,22469,1544,1102,96.6
23,4,9,23100,1639,1031,95.4
24,4,9,23921,1764,1016,104
25,4,9,24582,1862,1005,111
26,4,9,25269,1925,1044,114
27,4,9,25997,2012,883,97.3
28,4,9,26312,2089,850,95.1
29,4,9,26767,2168,614,89.1
30,4,9,27700,2257,657,88.3
1,5,9,28764,2339,692,82.1
2,5,9,29287,2436,672,82
3,5,9,29287,2436,574,73
4,5,9,29973,2556,568,77.7
5,5,9,30621,2633,616,77.7
6,5,9,30995,2718,604,78.6
7,5,9,31784,2797,583,77.1
8,5,9,32411,2874,521,76.4
9,5,9,32984,2932,528,70.9
10,5,9,33554,2967,610,75.9
11,5,9,33765,3008,542,64.6
12,5,9,34333,3041,530,58.3
13,5,9,34855,3125,551,58.1
14,5,9,35464,3219,526,60.3
15,5,9,36085,3285,525,58.7
16,5,9,36703,3339,531,58.1
17,5,9,37419,3408,552,63
18,5,9,38116,3449,622,63
19,5,9,38430,3472,585,61.6
20,5,9,39017,3529,595,57.7
21,5,9,39208,3582,535,51.9
22,5,9,39640,3637,508,50.3
23,5,9,40022,3675,474,48
24,5,9,40468,3693,436,40.7
25,5,9,40873,3742,394,41.9
26,5,9,41303,3769,410,42.4
27,5,9,41288,3803,324,39.1
28,5,9,41559,3826,336,34.9
29,5,9,41762,3868,303,33
30,5,9,42022,3912,286,33.9
31,5,9,42201,3944,248,35.9
1,6,9,42740,3964,267,31.7
2,6,9,42979,3972,239,29
3,6,9,43091,3989,258,26.6
4,6,9,43239,4007,240,25.9
5,6,9,43460,4038,243,24.3
6,6,9,43818,4055,257,20.4
7,6,9,43968,4071,252,18.1
8,6,9,44092,4084,193,17.1
9,6,9,44179,4097,171,17.9
10,6,9,44347,4120,179,18.7
11,6,9,44461,4146,175,19.9
12,6,9,44689,4159,176,17.3
13,6,9,44994,4186,168,18.7
14,6,9,45088,4201,160,18.6
15,6,9,45235,4204,163,17.1
16,6,9,45349,4210,167,16.1
17,6,9,45429,4219,155,14.1
18,6,9,45440,4226,140,11.4
19,6,9,45557,4238,124,11.3
20,6,9,45715,4251,103,9.29
21,6,9,45755,4260,95.3,8.43
22,6,9,45782,4263,78.1,8.43
23,6,9,45899,4277,78.6,9.57
24,6,9,45913,4287,69.1,9.71
25,6,9,45994,4298,79.1,10.3
26,6,9,46059,4307,71.7,9.86
27,6,9,46206,4311,70.1,8.57
28,6,9,46303,4316,78.3,8
29,6,9,46362,4320,82.9,8.14
30,6,9,46514,4322,87.9,6.43
1,7,9,46572,4324,94.1,5.29
2,7,9,46646,4326,93.1,4
3,7,9,46717,4335,94,4
4,7,9,46717,4335,73,3.43
5,7,9,46717,4335,59.1,2.71
6,7,9,46976,4338,87.7,2.57
7,7,9,47033,4338,74.1,2.29
8,7,9,47108,4343,76.6,2.71
9,7,9,47209,4348,80.4,3.14
10,7,9,47287,4348,81.4,1.86
11,7,9,47287,4348,81.4,1.86
12,7,9,47287,4348,81.4,1.86
13,7,9,47510,4371,76.3,4.71
14,7,9,47530,4372,71,4.86
15,7,9,47636,4380,75.4,5.29
16,7,9,47750,4389,77.3,5.86
17,7,9,47893,4396,86.6,6.86
18,7,9,47893,4396,86.6,6.86
19,7,9,47893,4396,86.6,6.86
20,7,9,48055,4406,77.9,5
21,7,9,48096,4406,80.9,4.86
22,7,9,48223,4406,83.9,3.71
23,7,9,48232,4410,68.9,3
24,7,9,48776,4413,126,2.43
25,7,9,48776,4413,126,2.43
26,7,9,48776,4413,126,2.43
27,7,9,48983,4418,133,1.71
28,7,9,49077,4423,140,2.43
29,7,9,49540,4425,188,2.71
30,7,9,49670,4431,205,3
31,7,9,49810,4432,148,2.71
1,8,9,49810,4432,148,2.71
2,8,9,49810,4432,148,2.71
3,8,9,50062,4437,154,2.71
4,8,9,50110,4437,148,2
5,8,9,50225,4437,97.9,1.71
6,8,9,50245,4437,82.1,.857
7,8,9,50320,4441,72.9,1.29
8,8,9,50320,4441,72.9,1.29
9,8,9,50320,4441,72.9,1.29
10,8,9,50567,4444,72.1,1
11,8,9,50684,4444,82,1
12,8,9,50706,4450,68.7,1.86
13,8,9,50782,4450,76.7,1.86
14,8,9,50897,4453,82.4,1.71
15,8,9,50897,4453,82.4,1.71
16,8,9,50897,4453,82.4,1.71
17,8,9,51267,4456,100,1.71
18,8,9,51255,4456,81.6,1.71
19,8,9,51314,4457,86.9,1
20,8,9,51432,4458,92.9,1.14
21,8,9,51519,4460,88.9,1
22,8,9,51519,4460,88.9,1
23,8,9,51519,4460,88.9,1
24,8,9,52011,4460,106,.571
25,8,9,52040,4463,112,1
26,8,9,52220,4463,129,.857
27,8,9,52350,4465,131,1
28,8,9,52495,4465,139,.714
29,8,9,52495,4465,139,.714
30,8,9,52495,4465,139,.714
31,8,9,52879,4465,124,.714
1,9,9,53006,4466,138,.429
2,9,9,53108,4467,127,.571
3,9,9,53209,4468,123,.429
4,9,9,53365,4468,124,.429
5,9,9,53365,4468,124,.429
6,9,9,53365,4468,124,.429
7,9,9,53365,4468,69.4,.429
8,9,9,53782,4474,111,1.14
9,9,9,53871,4474,109,1
10,9,9,54093,4478,126,1.43
11,9,9,54326,4480,137,1.71
12,9,9,54326,4480,137,1.71
13,9,9,54326,4480,137,1.71
14,9,9,54895,4485,219,2.43
15,9,9,55031,4485,178,1.57
16,9,9,55166,4487,185,1.86
17,9,9,55386,4488,185,1.43
18,9,9,55527,4492,172,1.71
19,9,9,55527,4492,172,1.71
20,9,9,55527,4492,172,1.71
21,9,9,56024,4495,161,1.43
22,9,9,56160,4496,161,1.57
23,9,9,56315,4497,164,1.43
24,9,9,56472,4499,155,1.57
25,9,9,56587,4501,151,1.29
26,9,9,56587,4501,151,1.29
27,9,9,56587,4501,151,1.29
28,9,9,57147,4503,160,1.14
29,9,9,57329,4505,167,1.29
30,9,9,57550,4508,176,1.57
1,10,9,57742,4511,181,1.71
2,10,9,58297,4513,244,1.71
3,10,9,58297,4513,244,1.71
4,10,9,58297,4513,244,1.71
5,10,9,59120,4517,282,2
6,10,9,59241,4521,273,2.29
7,10,9,59364,4522,259,2
8,10,9,59748,4527,287,2.29
9,10,9,60038,4530,249,2.43
10,10,9,60038,4530,249,2.43
11,10,9,60038,4530,249,2.43
12,10,9,61377,4532,322,2.14
13,10,9,61697,4533,351,1.71
14,10,9,61861,4537,357,2.14
15,10,9,62028,4540,326,1.86
16,10,9,62830,4542,399,1.71
17,10,9,62830,4542,399,1.71
18,10,9,62830,4542,399,1.71
19,10,9,64021,4554,378,3.14
20,10,9,64455,4559,394,3.71
21,10,9,64871,4567,430,4.29
22,10,9,65373,4569,478,4.14
23,10,9,66052,4577,460,5
24,10,9,66052,4577,460,5
25,10,9,66052,4577,460,5
26,10,9,68099,4589,583,5
27,10,9,.,.,.,.
