day,month,statefips,case_count,death_count,new_case_count,new_death_count
27,1,27,0,0,0,0
28,1,27,0,0,0,0
29,1,27,0,0,0,0
30,1,27,0,0,0,0
31,1,27,0,0,0,0
1,2,27,0,0,0,0
2,2,27,0,0,0,0
3,2,27,0,0,0,0
4,2,27,0,0,0,0
5,2,27,0,0,0,0
6,2,27,0,0,0,0
7,2,27,0,0,0,0
8,2,27,0,0,0,0
9,2,27,0,0,0,0
10,2,27,0,0,0,0
11,2,27,0,0,0,0
12,2,27,0,0,0,0
13,2,27,0,0,0,0
14,2,27,0,0,0,0
15,2,27,0,0,0,0
16,2,27,0,0,0,0
17,2,27,0,0,0,0
18,2,27,0,0,0,0
19,2,27,0,0,0,0
20,2,27,0,0,0,0
21,2,27,0,0,0,0
22,2,27,0,0,0,0
23,2,27,0,0,0,0
24,2,27,0,0,0,0
25,2,27,0,0,0,0
26,2,27,0,0,0,0
27,2,27,0,0,0,0
28,2,27,0,0,0,0
29,2,27,0,0,0,0
1,3,27,0,0,0,0
2,3,27,0,0,0,0
3,3,27,0,0,0,0
4,3,27,0,0,0,0
5,3,27,0,0,0,0
6,3,27,1,0,.143,0
7,3,27,1,0,.143,0
8,3,27,2,0,.286,0
9,3,27,2,0,.286,0
10,3,27,3,0,.429,0
11,3,27,5,0,.714,0
12,3,27,9,0,1.29,0
13,3,27,14,0,1.86,0
14,3,27,21,0,2.86,0
15,3,27,35,0,4.71,0
16,3,27,54,0,7.43,0
17,3,27,60,0,8.14,0
18,3,27,77,0,10.3,0
19,3,27,89,0,11.4,0
20,3,27,115,0,14.4,0
21,3,27,138,1,16.7,.143
22,3,27,171,1,19.4,.143
23,3,27,235,1,25.9,.143
24,3,27,264,1,29.1,.143
25,3,27,289,1,30.3,.143
26,3,27,346,2,36.7,.286
27,3,27,398,4,40.4,.571
28,3,27,442,5,43.4,.571
29,3,27,504,9,47.6,1.14
30,3,27,576,10,48.7,1.29
31,3,27,629,12,52.1,1.57
1,4,27,689,17,57.1,2.29
2,4,27,742,18,56.6,2.29
3,4,27,789,22,55.9,2.57
4,4,27,865,24,60.4,2.71
5,4,27,935,29,61.6,2.86
6,4,27,986,30,58.6,2.86
7,4,27,1069,34,62.9,3.14
8,4,27,1154,39,66.4,3.14
9,4,27,1242,50,71.4,4.57
10,4,27,1335,57,78,5
11,4,27,1427,64,80.3,5.71
12,4,27,1621,70,98,5.86
13,4,27,1650,70,94.9,5.71
14,4,27,1695,79,89.4,6.43
15,4,27,1809,87,93.6,6.86
16,4,27,1912,94,95.7,6.29
17,4,27,2071,111,105,7.71
18,4,27,2213,121,112,8.14
19,4,27,2356,134,105,9.14
20,4,27,2470,143,117,10.4
21,4,27,2567,160,125,11.6
22,4,27,2721,179,130,13.1
23,4,27,2942,200,147,15.1
24,4,27,3185,221,159,15.7
25,4,27,3446,244,176,17.6
26,4,27,3602,272,178,19.7
27,4,27,3816,286,192,20.4
28,4,27,4181,301,231,20.1
29,4,27,4644,319,275,20
30,4,27,5136,343,313,20.4
1,5,27,5730,371,364,21.4
2,5,27,6228,395,397,21.6
3,5,27,6663,419,437,21
4,5,27,7234,428,488,20.3
5,5,27,7851,455,524,22
6,5,27,8579,485,562,23.7
7,5,27,9364,508,604,23.6
8,5,27,10087,534,622,23.3
9,5,27,10789,558,652,23.3
10,5,27,11270,578,658,22.7
11,5,27,11798,591,652,23.3
12,5,27,12493,614,663,22.7
13,5,27,12916,638,620,21.9
14,5,27,13443,672,583,23.4
15,5,27,14240,692,593,22.6
16,5,27,14969,709,597,21.6
17,5,27,15677,731,630,21.9
18,5,27,16372,740,653,21.3
19,5,27,17038,757,649,20.4
20,5,27,17679,786,680,21.1
21,5,27,18209,818,681,20.9
22,5,27,19014,851,682,22.7
23,5,27,19854,861,698,21.7
24,5,27,20582,878,701,21
25,5,27,21324,890,707,21.4
26,5,27,21969,908,704,21.6
27,5,27,22474,942,685,22.3
28,5,27,22957,977,678,22.7
29,5,27,23541,1006,647,22.1
30,5,27,24200,1036,621,25
31,5,27,24860,1050,611,24.6
1,6,27,25218,1060,556,24.3
2,6,27,25518,1082,507,24.9
3,6,27,25881,1097,487,22.1
4,6,27,26284,1126,475,21.3
5,6,27,26991,1159,493,21.9
6,6,27,27512,1181,473,20.7
7,6,27,27897,1197,434,21
8,6,27,28235,1208,431,21.1
9,6,27,28534,1228,431,20.9
10,6,27,28900,1267,431,24.3
11,6,27,29347,1280,438,22
12,6,27,29826,1305,405,20.9
13,6,27,30203,1314,384,19
14,6,27,30502,1329,372,18.9
15,6,27,30724,1335,356,18.1
16,6,27,30913,1344,340,16.6
17,6,27,31328,1357,347,12.9
18,6,27,31707,1376,337,13.7
19,6,27,32063,1393,320,12.6
20,6,27,32499,1404,328,12.9
21,6,27,32952,1412,350,11.9
22,6,27,33259,1416,362,11.6
