day,month,statefips,case_count,death_count,new_case_count,new_death_count
27,1,2,0,0,0,0
28,1,2,0,0,0,0
29,1,2,0,0,0,0
30,1,2,0,0,0,0
31,1,2,0,0,0,0
1,2,2,0,0,0,0
2,2,2,0,0,0,0
3,2,2,0,0,0,0
4,2,2,0,0,0,0
5,2,2,0,0,0,0
6,2,2,0,0,0,0
7,2,2,0,0,0,0
8,2,2,0,0,0,0
9,2,2,0,0,0,0
10,2,2,0,0,0,0
11,2,2,0,0,0,0
12,2,2,0,0,0,0
13,2,2,0,0,0,0
14,2,2,0,0,0,0
15,2,2,0,0,0,0
16,2,2,0,0,0,0
17,2,2,0,0,0,0
18,2,2,0,0,0,0
19,2,2,0,0,0,0
20,2,2,0,0,0,0
21,2,2,0,0,0,0
22,2,2,0,0,0,0
23,2,2,0,0,0,0
24,2,2,0,0,0,0
25,2,2,0,0,0,0
26,2,2,0,0,0,0
27,2,2,0,0,0,0
28,2,2,0,0,0,0
29,2,2,0,0,0,0
1,3,2,0,0,0,0
2,3,2,0,0,0,0
3,3,2,0,0,0,0
4,3,2,0,0,0,0
5,3,2,0,0,0,0
6,3,2,0,0,0,0
7,3,2,0,0,0,0
8,3,2,0,0,0,0
9,3,2,0,0,0,0
10,3,2,0,0,0,0
11,3,2,0,0,0,0
12,3,2,1,0,.143,0
13,3,2,1,0,.143,0
14,3,2,1,0,.143,0
15,3,2,1,0,.143,0
16,3,2,3,0,.429,0
17,3,2,6,0,.857,0
18,3,2,9,0,1.29,0
19,3,2,12,0,1.57,0
20,3,2,14,0,1.86,0
21,3,2,21,0,2.86,0
22,3,2,22,0,3,0
23,3,2,36,0,4.71,0
24,3,2,42,0,5.14,0
25,3,2,59,0,7.14,0
26,3,2,69,0,8.14,0
27,3,2,85,1,10.1,.143
28,3,2,102,1,11.6,.143
29,3,2,114,2,13.1,.286
30,3,2,120,2,12,.286
31,3,2,133,2,13,.286
1,4,2,143,2,12,.286
2,4,2,146,2,11,.286
3,4,2,156,2,10.1,.143
4,4,2,169,3,9.57,.286
