day,month,statefips,case_count,death_count,new_case_count,new_death_count
27,1,15,0,0,0,0
28,1,15,0,0,0,0
29,1,15,0,0,0,0
30,1,15,0,0,0,0
31,1,15,0,0,0,0
1,2,15,0,0,0,0
2,2,15,0,0,0,0
3,2,15,0,0,0,0
4,2,15,0,0,0,0
5,2,15,0,0,0,0
6,2,15,0,0,0,0
7,2,15,0,0,0,0
8,2,15,0,0,0,0
9,2,15,0,0,0,0
10,2,15,0,0,0,0
11,2,15,0,0,0,0
12,2,15,0,0,0,0
13,2,15,0,0,0,0
14,2,15,0,0,0,0
15,2,15,0,0,0,0
16,2,15,0,0,0,0
17,2,15,0,0,0,0
18,2,15,0,0,0,0
19,2,15,0,0,0,0
20,2,15,0,0,0,0
21,2,15,0,0,0,0
22,2,15,0,0,0,0
23,2,15,0,0,0,0
24,2,15,0,0,0,0
25,2,15,0,0,0,0
26,2,15,0,0,0,0
27,2,15,0,0,0,0
28,2,15,0,0,0,0
29,2,15,0,0,0,0
1,3,15,0,0,0,0
2,3,15,0,0,0,0
3,3,15,0,0,0,0
4,3,15,0,0,0,0
5,3,15,0,0,0,0
6,3,15,1,0,.143,0
7,3,15,1,0,.143,0
8,3,15,2,0,.286,0
9,3,15,2,0,.286,0
10,3,15,2,0,.286,0
11,3,15,2,0,.286,0
12,3,15,2,0,.286,0
13,3,15,2,0,.143,0
14,3,15,4,0,.429,0
15,3,15,7,0,.714,0
16,3,15,10,0,1.14,0
17,3,15,14,0,1.71,0
18,3,15,16,0,2,0
19,3,15,26,0,3.43,0
20,3,15,37,0,5,0
21,3,15,48,0,6.29,0
22,3,15,56,0,7,0
23,3,15,77,0,9.57,0
24,3,15,90,0,10.9,0
25,3,15,95,0,11.3,0
26,3,15,106,0,11.4,0
27,3,15,120,0,11.9,0
28,3,15,151,0,14.7,0
29,3,15,175,0,17,0
30,3,15,204,0,18.1,0
31,3,15,224,1,19.1,.143
1,4,15,258,1,23.3,.143
2,4,15,283,2,25.3,.286
3,4,15,317,3,28.1,.429
4,4,15,349,3,28.3,.429
5,4,15,369,4,27.7,.571
6,4,15,385,5,25.9,.714
7,4,15,408,5,26.3,.571
8,4,15,433,5,25,.571
9,4,15,440,6,22.4,.571
10,4,15,463,8,20.9,.714
11,4,15,484,8,19.3,.714
12,4,15,497,9,18.3,.714
13,4,15,502,9,16.7,.571
14,4,15,511,9,14.7,.571
15,4,15,524,9,13,.571
16,4,15,535,9,13.6,.429
17,4,15,547,9,12,.143
18,4,15,568,9,12,.143
19,4,15,574,10,11,.143
20,4,15,578,10,10.9,.143
