day,month,statefips,case_count,death_count,new_case_count,new_death_count
27,1,25,0,0,0,0
28,1,25,0,0,0,0
29,1,25,0,0,0,0
30,1,25,0,0,0,0
31,1,25,0,0,0,0
1,2,25,1,0,.143,0
2,2,25,1,0,.143,0
3,2,25,1,0,.143,0
4,2,25,1,0,.143,0
5,2,25,1,0,.143,0
6,2,25,1,0,.143,0
7,2,25,1,0,.143,0
8,2,25,1,0,0,0
9,2,25,1,0,0,0
10,2,25,1,0,0,0
11,2,25,1,0,0,0
12,2,25,1,0,0,0
13,2,25,1,0,0,0
14,2,25,1,0,0,0
15,2,25,1,0,0,0
16,2,25,1,0,0,0
17,2,25,1,0,0,0
18,2,25,1,0,0,0
19,2,25,1,0,0,0
20,2,25,1,0,0,0
21,2,25,1,0,0,0
22,2,25,1,0,0,0
23,2,25,1,0,0,0
24,2,25,1,0,0,0
25,2,25,1,0,0,0
26,2,25,1,0,0,0
27,2,25,1,0,0,0
28,2,25,1,0,0,0
29,2,25,1,0,0,0
1,3,25,1,0,0,0
2,3,25,2,0,.143,0
3,3,25,2,0,.143,0
4,3,25,2,0,.143,0
5,3,25,3,0,.286,0
6,3,25,8,0,1,0
7,3,25,13,0,1.71,0
8,3,25,28,0,3.86,0
9,3,25,41,0,5.57,0
10,3,25,92,0,12.9,0
11,3,25,95,0,13.3,0
12,3,25,108,0,15,0
13,3,25,123,0,16.4,0
14,3,25,138,0,17.9,0
15,3,25,164,0,19.4,0
16,3,25,197,0,22.3,0
17,3,25,218,0,18,0
18,3,25,256,0,23,0
19,3,25,328,0,31.4,0
20,3,25,413,1,41.4,.143
21,3,25,525,2,55.3,.286
22,3,25,646,5,68.9,.714
23,3,25,777,9,82.9,1.29
24,3,25,1159,11,134,1.57
25,3,25,1838,15,226,2.14
26,3,25,2417,25,298,3.57
27,3,25,3240,35,404,4.86
28,3,25,4257,44,533,6
29,3,25,4955,48,616,6.14
30,3,25,5752,56,711,6.71
31,3,25,6620,89,780,11.1
1,4,25,7738,122,843,15.3
2,4,25,8966,154,936,18.4
3,4,25,10402,192,1023,22.4
4,4,25,11736,216,1068,24.6
5,4,25,12500,231,1078,26.1
6,4,25,13837,260,1155,29.1
7,4,25,15202,356,1226,38.1
8,4,25,16790,433,1293,44.4
9,4,25,18941,503,1425,49.9
10,4,25,20974,599,1510,58.1
11,4,25,22860,686,1589,67.1
12,4,25,25475,756,1854,75
13,4,25,26867,844,1861,83.4
14,4,25,28163,957,1852,85.9
15,4,25,29918,1108,1875,96.4
16,4,25,32181,1245,1891,106
17,4,25,34402,1404,1918,115
18,4,25,36372,1560,1930,125
19,4,25,38077,1706,1800,136
20,4,25,39643,1809,1825,138
21,4,25,41199,1961,1862,143
22,4,25,42944,2182,1861,153
23,4,25,46023,2360,1977,159
24,4,25,50969,2556,2367,165
25,4,25,53348,2730,2425,167
26,4,25,54938,2899,2409,170
27,4,25,56462,3003,2403,171
28,4,25,58302,3153,2443,170
29,4,25,60265,3405,2474,175
30,4,25,62205,3562,2312,172
1,5,25,64311,3716,1906,166
2,5,25,66263,3846,1845,159
3,5,25,68087,4004,1878,158
4,5,25,69087,4090,1804,155
5,5,25,70271,4212,1710,151
6,5,25,72025,4420,1680,145
7,5,25,73721,4552,1645,141
8,5,25,75333,4702,1575,141
9,5,25,76743,4840,1497,142
10,5,25,77793,4979,1387,139
11,5,25,78462,5108,1339,145
12,5,25,79332,5141,1294,133
13,5,25,80497,5315,1210,128
14,5,25,82182,5482,1209,133
15,5,25,83421,5592,1155,127
16,5,25,84933,5705,1170,124
17,5,25,86010,5797,1174,117
18,5,25,87052,5862,1227,108
19,5,25,87925,5938,1228,114
20,5,25,88970,6066,1210,107
21,5,25,90084,6148,1129,95.1
22,5,25,90889,6228,1067,90.9
23,5,25,91662,6304,961,85.6
24,5,25,92675,6372,952,82.1
25,5,25,93271,6416,888,79.1
26,5,25,93693,6473,824,76.4
27,5,25,94220,6547,750,68.7
28,5,25,94895,6640,687,70.3
29,5,25,95512,6718,660,70
30,5,25,96301,6768,663,66.3
31,5,25,96965,6846,613,67.7
1,6,25,100805,7035,1076,88.4
2,6,25,101163,7085,1067,87.4
3,6,25,101592,7152,1053,86.4
4,6,25,102063,7201,1024,80.1
5,6,25,102557,7235,1006,73.9
6,6,25,103132,7289,976,74.4
7,6,25,103436,7316,924,67.1
8,6,25,103626,7353,403,45.4
9,6,25,103889,7408,389,46.1
10,6,25,104156,7454,366,43.1
11,6,25,104667,7492,372,41.6
12,6,25,105059,7538,357,43.3
13,6,25,105395,7576,323,41
14,6,25,105603,7624,310,44
15,6,25,105690,7646,295,41.9
16,6,25,105885,7664,285,36.6
17,6,25,106151,7733,285,39.9
18,6,25,106422,7769,251,39.6
19,6,25,106650,7799,227,37.3
20,6,25,106936,7827,220,35.9
21,6,25,107061,7857,208,33.3
22,6,25,107210,7873,217,32.4
23,6,25,107439,7889,222,32.1
24,6,25,107611,7937,209,29.1
25,6,25,107837,7962,202,27.6
26,6,25,108070,8012,203,30.4
27,6,25,108443,8040,215,30.4
28,6,25,108667,8060,229,29
29,6,25,108768,8095,223,31.7
30,6,25,108882,8054,206,23.6
1,7,25,109143,8081,219,20.6
2,7,25,109338,8132,214,24.3
3,7,25,109628,8149,223,19.6
4,7,25,109838,8172,199,18.9
5,7,25,109974,8183,187,17.6
6,7,25,110137,8198,196,14.7
7,7,25,110338,8213,208,22.7
8,7,25,110602,8243,208,23.1
9,7,25,110897,8268,223,19.4
10,7,25,111110,8296,212,21
11,7,25,111398,8310,223,19.7
12,7,25,111597,8325,232,20.3
13,7,25,111827,8330,241,18.9
14,7,25,112130,8340,256,18.1
15,7,25,112347,8368,249,17.9
16,7,25,112581,8380,241,16
17,7,25,112879,8402,253,15.1
18,7,25,113238,8419,263,15.6
19,7,25,113534,8431,277,15.1
20,7,25,113789,8433,280,14.7
21,7,25,114033,8450,272,15.7
22,7,25,114320,8468,282,14.3
23,7,25,114647,8484,295,14.9
24,7,25,114985,8498,301,13.7
25,7,25,115268,8510,290,13
26,7,25,115637,8529,300,14
27,7,25,115926,8536,305,14.7
28,7,25,116182,8551,307,14.4
29,7,25,116684,8580,338,16
30,7,25,117098,8595,350,15.9
31,7,25,117612,8609,375,15.9
1,8,25,118040,8626,396,16.6
2,8,25,118458,8638,403,15.6
3,8,25,118657,8648,390,16
4,8,25,119203,8657,432,15.1
5,8,25,119643,8659,423,11.3
6,8,25,119874,8691,397,13.7
7,8,25,120291,8709,383,14.3
8,8,25,120711,8721,382,13.6
9,8,25,121040,8735,369,13.9
10,8,25,121315,8741,380,13.3
11,8,25,121707,8751,358,13.4
12,8,25,122000,8769,337,15.7
13,8,25,122423,8790,364,14.1
14,8,25,122728,8810,348,14.4
15,8,25,123199,8826,355,15
16,8,25,123593,8838,365,14.7
17,8,25,123841,8842,361,14.4
18,8,25,124063,8848,337,13.9
19,8,25,124415,8876,345,15.3
20,8,25,124728,8888,329,14
21,8,25,125216,8901,355,13
22,8,25,125360,8921,309,13.6
23,8,25,125360,8921,252,11.9
24,8,25,126022,8949,312,15.3
25,8,25,126420,8961,337,16.1
26,8,25,126756,8987,334,15.9
27,8,25,127124,9008,342,17.1
28,8,25,127584,9024,338,17.6
29,8,25,128030,9036,381,16.4
30,8,25,128229,9049,410,18.3
31,8,25,128533,9060,359,15.9
1,9,25,128888,9064,353,14.7
2,9,25,121131,9060,-804,10.4
3,9,25,121546,9077,-797,9.86
4,9,25,121758,9100,-832,10.9
5,9,25,122196,9116,-833,11.4
6,9,25,122562,9125,-810,10.9
7,9,25,122791,9133,-820,10.4
8,9,25,122962,9141,-847,11
9,9,25,123143,9146,287,12.3
10,9,25,123546,9166,286,12.7
11,9,25,123986,9180,318,11.4
12,9,25,124540,9196,335,11.4
13,9,25,124826,9210,323,12.1
14,9,25,125080,9219,327,12.3
15,9,25,125393,9225,347,12
16,9,25,125699,9245,365,14.1
17,9,25,126128,9260,369,13.4
18,9,25,126582,9269,371,12.7
19,9,25,127181,9295,377,14.1
20,9,25,127540,9310,388,14.3
21,9,25,127796,9317,388,14
22,9,25,127969,9328,368,14.7
23,9,25,128512,9347,402,14.6
24,9,25,128993,9362,409,14.6
25,9,25,129481,9373,414,14.9
26,9,25,130050,9391,410,13.7
27,9,25,130642,9404,443,13.4
28,9,25,131072,9415,468,14
29,9,25,131584,9423,516,13.6
30,9,25,132116,9456,515,15.6
1,10,25,132870,9480,554,16.9
2,10,25,133631,9490,593,16.7
3,10,25,134303,9507,608,16.6
4,10,25,134947,9510,615,15.1
5,10,25,135462,9530,627,16.4
6,10,25,135957,9538,625,16.4
7,10,25,136492,9557,625,14.4
8,10,25,136936,9565,581,12.1
9,10,25,137701,9577,581,12.4
10,10,25,138340,9587,577,11.4
11,10,25,138903,9604,565,13.4
12,10,25,139663,9617,600,12.4
13,10,25,140412,9630,636,13.1
14,10,25,140992,9647,643,12.9
15,10,25,141579,9672,663,15.3
16,10,25,142346,9702,664,17.9
17,10,25,142930,9723,656,19.4
18,10,25,143660,9737,680,19
19,10,25,144488,9753,689,19.4
20,10,25,145464,9758,722,18.3
21,10,25,146166,9780,739,19
22,10,25,147215,9810,805,19.7
23,10,25,148285,9830,848,18.3
24,10,25,149488,9839,937,16.6
25,10,25,150565,9864,986,18.1
26,10,25,151777,9881,1041,18.3
27,10,25,.,.,.,.
