day,month,statefips,case_count,death_count,new_case_count,new_death_count
27,1,41,0,0,0,0
28,1,41,0,0,0,0
29,1,41,0,0,0,0
30,1,41,0,0,0,0
31,1,41,0,0,0,0
1,2,41,0,0,0,0
2,2,41,0,0,0,0
3,2,41,0,0,0,0
4,2,41,0,0,0,0
5,2,41,0,0,0,0
6,2,41,0,0,0,0
7,2,41,0,0,0,0
8,2,41,0,0,0,0
9,2,41,0,0,0,0
10,2,41,0,0,0,0
11,2,41,0,0,0,0
12,2,41,0,0,0,0
13,2,41,0,0,0,0
14,2,41,0,0,0,0
15,2,41,0,0,0,0
16,2,41,0,0,0,0
17,2,41,0,0,0,0
18,2,41,0,0,0,0
19,2,41,0,0,0,0
20,2,41,0,0,0,0
21,2,41,0,0,0,0
22,2,41,0,0,0,0
23,2,41,0,0,0,0
24,2,41,0,0,0,0
25,2,41,0,0,0,0
26,2,41,0,0,0,0
27,2,41,0,0,0,0
28,2,41,1,0,.143,0
29,2,41,1,0,.143,0
1,3,41,2,0,.286,0
2,3,41,2,0,.286,0
3,3,41,2,0,.286,0
4,3,41,2,0,.286,0
5,3,41,2,0,.286,0
6,3,41,2,0,.143,0
7,3,41,6,0,.714,0
8,3,41,13,0,1.57,0
9,3,41,13,0,1.57,0
10,3,41,14,0,1.71,0
11,3,41,20,0,2.57,0
12,3,41,30,0,4,0
13,3,41,30,0,4,0
14,3,41,36,1,4.29,.143
15,3,41,39,1,3.71,.143
16,3,41,46,1,4.71,.143
17,3,41,66,2,7.43,.286
18,3,41,74,3,7.71,.429
19,3,41,87,3,8.14,.429
20,3,41,114,3,12,.429
21,3,41,137,4,14.4,.429
22,3,41,161,5,17.4,.571
23,3,41,191,5,20.7,.571
24,3,41,209,8,20.4,.857
25,3,41,266,10,27.4,1
26,3,41,316,11,32.7,1.14
27,3,41,415,12,43,1.29
28,3,41,480,13,49,1.29
29,3,41,549,13,55.4,1.14
30,3,41,607,16,59.4,1.57
31,3,41,690,18,68.7,1.43
1,4,41,737,19,67.3,1.29
2,4,41,827,21,73,1.43
3,4,41,899,22,69.1,1.43
4,4,41,1000,26,74.3,1.86
5,4,41,1068,27,74.1,2
6,4,41,1132,29,75,1.86
7,4,41,1181,33,70.1,2.14
8,4,41,1239,38,71.7,2.71
9,4,41,1321,44,70.6,3.29
10,4,41,1371,48,67.4,3.71
11,4,41,1447,51,63.9,3.57
12,4,41,1527,52,65.6,3.57
13,4,41,1584,53,64.6,3.43
14,4,41,1633,55,64.6,3.14
15,4,41,1663,58,60.6,2.86
16,4,41,1736,64,59.3,2.86
17,4,41,1785,70,59.1,3.14
18,4,41,1844,72,56.7,3
19,4,41,1910,74,54.7,3.14
20,4,41,1956,75,53.1,3.14
21,4,41,2002,78,52.7,3.29
22,4,41,2059,78,56.6,2.86
23,4,41,2127,83,55.9,2.71
24,4,41,2177,86,56,2.29
25,4,41,2253,87,58.4,2.14
26,4,41,2311,91,57.3,2.43
27,4,41,2354,92,56.9,2.43
28,4,41,2385,99,54.7,3
29,4,41,2446,101,55.3,3.29
30,4,41,2510,103,54.7,2.86
1,5,41,2579,104,57.4,2.57
2,5,41,2635,109,54.6,3.14
3,5,41,2680,109,52.7,2.57
4,5,41,2759,109,57.9,2.43
5,5,41,2839,113,64.9,2
6,5,41,2916,115,67.1,2
7,5,41,2989,121,68.4,2.57
8,5,41,3068,124,69.9,2.86
9,5,41,3160,127,75,2.57
10,5,41,3228,127,78.3,2.57
11,5,41,3286,130,75.3,3
12,5,41,3359,130,74.3,2.43
13,5,41,3416,134,71.4,2.71
14,5,41,3479,137,70,2.29
15,5,41,3541,137,67.6,1.86
16,5,41,3612,137,64.6,1.43
17,5,41,3623,137,56.4,1.43
18,5,41,3687,138,57.3,1.14
19,5,41,3726,140,52.4,1.43
20,5,41,3801,144,55,1.43
21,5,41,3817,145,48.3,1.14
22,5,41,3864,147,46.1,1.43
23,5,41,3888,147,39.4,1.43
24,5,41,3927,148,43.4,1.57
25,5,41,3949,148,37.4,1.43
26,5,41,3968,148,34.6,1.14
27,5,41,4041,148,34.3,.571
28,5,41,4087,151,38.6,.857
29,5,41,4133,151,38.4,.571
30,5,41,4185,153,42.4,.857
31,5,41,4243,153,45.1,.714
1,6,41,4303,154,50.6,.857
2,6,41,4338,157,52.9,1.29
3,6,41,4399,159,51.1,1.57
4,6,41,4475,159,55.4,1.14
5,6,41,4585,161,64.6,1.43
6,6,41,4672,163,69.6,1.43
7,6,41,4809,164,80.9,1.57
8,6,41,4927,164,89.1,1.43
9,6,41,5027,169,98.4,1.71
