day,month,statefips,case_count,death_count,new_case_count,new_death_count
27,1,48,0,0,0,0
28,1,48,0,0,0,0
29,1,48,0,0,0,0
30,1,48,0,0,0,0
31,1,48,0,0,0,0
1,2,48,0,0,0,0
2,2,48,0,0,0,0
3,2,48,0,0,0,0
4,2,48,0,0,0,0
5,2,48,0,0,0,0
6,2,48,0,0,0,0
7,2,48,0,0,0,0
8,2,48,0,0,0,0
9,2,48,0,0,0,0
10,2,48,0,0,0,0
11,2,48,0,0,0,0
12,2,48,1,0,.143,0
13,2,48,2,0,.286,0
14,2,48,2,0,.286,0
15,2,48,2,0,.286,0
16,2,48,2,0,.286,0
17,2,48,2,0,.286,0
18,2,48,2,0,.286,0
19,2,48,2,0,.143,0
20,2,48,2,0,0,0
21,2,48,4,0,.286,0
22,2,48,4,0,.286,0
23,2,48,4,0,.286,0
24,2,48,10,0,1.14,0
25,2,48,10,0,1.14,0
26,2,48,10,0,1.14,0
27,2,48,10,0,1.14,0
28,2,48,11,0,1,0
29,2,48,11,0,1,0
1,3,48,11,0,1,0
2,3,48,11,0,.143,0
3,3,48,11,0,.143,0
4,3,48,12,0,.286,0
5,3,48,16,0,.857,0
6,3,48,19,0,1.14,0
7,3,48,19,0,1.14,0
8,3,48,23,0,1.71,0
9,3,48,24,0,1.86,0
10,3,48,31,0,2.86,0
11,3,48,33,0,3,0
12,3,48,41,0,3.57,0
13,3,48,58,0,5.57,0
14,3,48,69,0,7.14,0
15,3,48,80,0,8.14,0
16,3,48,87,1,9,.143
17,3,48,106,1,10.7,.143
18,3,48,166,2,19,.286
19,3,48,248,4,29.6,.571
20,3,48,386,5,46.9,.714
21,3,48,547,5,68.3,.714
22,3,48,639,7,79.9,1
23,3,48,728,7,91.6,.857
24,3,48,857,11,107,1.43
25,3,48,1132,13,138,1.57
26,3,48,1542,21,185,2.43
27,3,48,1971,25,226,2.86
28,3,48,2381,30,262,3.57
29,3,48,2722,35,298,4
30,3,48,3065,46,334,5.57
31,3,48,3588,57,390,6.57
1,4,48,4402,65,467,7.43
2,4,48,4952,80,487,8.43
3,4,48,5773,98,543,10.4
4,4,48,6566,124,598,13.4
5,4,48,7117,136,628,14.4
6,4,48,8150,159,726,16.1
7,4,48,8968,177,769,17.1
8,4,48,9897,195,785,18.6
9,4,48,11372,228,917,21.1
10,4,48,12291,249,931,21.6
11,4,48,13208,265,949,20.1
12,4,48,13776,288,951,21.7
13,4,48,14487,320,905,23
14,4,48,15303,365,905,26.9
15,4,48,16106,395,887,28.6
16,4,48,16928,428,794,28.6
17,4,48,18131,461,834,30.3
18,4,48,18927,487,817,31.7
19,4,48,19441,503,809,30.7
20,4,48,20035,523,793,29
21,4,48,20949,552,807,26.7
22,4,48,21769,571,809,25.1
23,4,48,22706,601,825,24.7
24,4,48,23650,625,788,23.4
25,4,48,24494,662,795,25
26,4,48,25209,676,824,24.7
27,4,48,25963,699,847,25.1
28,4,48,26868,738,846,26.6
29,4,48,27839,776,867,29.3
30,4,48,29072,828,909,32.4
1,5,48,30342,853,956,32.6
2,5,48,31433,875,991,30.4
3,5,48,32299,890,1013,30.6
4,5,48,33134,914,1024,30.7
5,5,48,34286,955,1060,31
6,5,48,35441,985,1086,29.9
7,5,48,36682,1016,1087,26.9
8,5,48,37943,1059,1086,29.4
9,5,48,38849,1086,1059,30.1
10,5,48,40037,1110,1105,31.4
11,5,48,40988,1137,1122,31.9
12,5,48,42348,1169,1152,30.6
13,5,48,43822,1205,1197,31.4
14,5,48,45169,1256,1212,34.3
15,5,48,46987,1300,1292,34.4
16,5,48,47866,1330,1288,34.9
17,5,48,48828,1356,1256,35.1
18,5,48,49788,1362,1257,32.1
19,5,48,51080,1405,1247,33.7
20,5,48,52369,1443,1221,34
21,5,48,53441,1480,1182,32
22,5,48,54369,1498,1055,28.3
23,5,48,55451,1522,1084,27.4
24,5,48,56050,1533,1032,25.3
25,5,48,56490,1536,957,24.9
26,5,48,57573,1552,928,21
27,5,48,59105,1598,962,22.1
28,5,48,60820,1618,1054,19.7
29,5,48,62073,1645,1101,21
30,5,48,63396,1676,1135,22
31,5,48,64974,1683,1275,21.4
1,6,48,66081,1695,1370,22.7
2,6,48,67966,1732,1485,25.7
3,6,48,69546,1766,1492,24
4,6,48,71330,1793,1501,25
5,6,48,73323,1821,1607,25.1
6,6,48,75077,1840,1669,23.4
7,6,48,75948,1846,1568,23.3
8,6,48,77326,1856,1606,23
9,6,48,79271,1886,1615,22
10,6,48,81771,1916,1746,21.4
11,6,48,83772,1942,1777,21.3
12,6,48,86031,1965,1815,20.6
13,6,48,88120,1989,1863,21.3
14,6,48,89542,1995,1942,21.3
15,6,48,91726,2018,2057,23.1
16,6,48,95973,2057,2386,24.4
17,6,48,99466,2099,2528,26.1
18,6,48,102677,2137,2701,27.9
19,6,48,107322,2168,3042,29
20,6,48,111594,2186,3353,28.1
21,6,48,114886,2195,3621,28.6
22,6,48,119646,2213,3989,27.9
23,6,48,124726,2246,4108,27
24,6,48,131310,2292,4549,27.6
25,6,48,136783,2321,4872,26.3
26,6,48,142582,2362,5037,27.7
27,6,48,148639,2398,5292,30.3
28,6,48,152866,2408,5426,30.4
29,6,48,158756,2430,5587,31
30,6,48,166703,2482,5997,33.7
1,7,48,174826,2518,6217,32.3
2,7,48,182260,2562,6497,34.4
3,7,48,190049,2609,6781,35.3
4,7,48,195707,2646,6724,35.4
5,7,48,200137,2666,6753,36.9
6,7,48,209350,2726,7228,42.3
7,7,48,219164,2816,7494,47.7
8,7,48,229116,2935,7756,59.6
9,7,48,240025,3037,8252,67.9
10,7,48,249948,3129,8557,74.3
11,7,48,258280,3206,8939,80
12,7,48,264811,3246,9239,82.9
13,7,48,273732,3313,9197,83.9
14,7,48,284638,3449,9353,90.4
15,7,48,296478,3590,9623,93.6
16,7,48,311516,3744,10213,101
17,7,48,321254,3889,10187,109
18,7,48,330059,3972,10254,109
19,7,48,338036,4033,10461,112
20,7,48,345672,4160,10277,121
21,7,48,355594,4319,10137,124
22,7,48,366561,4522,10012,133
23,7,48,376104,4714,9227,139
24,7,48,383662,4876,8915,141
25,7,48,391609,5002,8793,147
26,7,48,395738,5090,8243,151
27,7,48,402295,5178,8089,145
28,7,48,412849,5404,8179,155
29,7,48,421891,5720,7904,171
30,7,48,432134,5873,8004,166
31,7,48,443090,6159,8490,183
1,8,48,448224,6363,8088,194
2,8,48,454759,6406,8432,188
3,8,48,463541,6583,8749,201
4,8,48,473105,6837,8608,205
5,8,48,482467,7038,8654,188
6,8,48,490102,7286,8281,202
7,8,48,498266,7566,7882,201
8,8,48,504605,7771,8054,201
9,8,48,510392,7870,7948,209
10,8,48,517182,7950,7663,195
11,8,48,524898,8197,7399,194
12,8,48,531825,8531,7051,213
13,8,48,538805,8765,6958,211
14,8,48,547670,9081,7058,216
15,8,48,555343,9265,7248,213
16,8,48,563464,9384,7582,216
17,8,48,569058,9445,7411,214
18,8,48,577220,9684,7475,212
19,8,48,582623,9929,7257,200
20,8,48,587900,10134,7014,196
21,8,48,593405,10369,6534,184
22,8,48,599156,10536,6259,182
23,8,48,602144,10646,5526,180
24,8,48,607621,10710,5509,181
25,8,48,613707,10898,5212,173
26,8,48,619836,11098,5316,167
27,8,48,623647,11330,5107,171
28,8,48,628492,11501,5012,162
29,8,48,633834,11619,4954,155
30,8,48,636547,11693,4915,150
31,8,48,640317,11743,4671,148
1,9,48,645534,11890,4547,142
2,9,48,649844,12071,4287,139
3,9,48,653321,12273,4239,135
4,9,48,658789,12402,4328,129
5,9,48,663246,12546,4202,132
6,9,48,665338,12625,4113,133
7,9,48,666209,12667,3699,132
8,9,48,670427,12741,3556,122
9,9,48,675149,12872,3615,114
10,9,48,677888,12884,3510,87.3
11,9,48,683295,13165,3501,109
12,9,48,685921,13270,3239,103
13,9,48,689941,13344,3515,103
14,9,48,694547,13394,4048,104
15,9,48,701509,13547,4440,115
16,9,48,706034,13689,4412,117
17,9,48,710423,13795,4648,130
18,9,48,713652,13923,4337,108
19,9,48,716914,14010,4428,106
20,9,48,722460,14045,4646,100
21,9,48,744736,14098,7170,101
22,9,48,749069,14208,6794,94.4
23,9,48,753551,14341,6788,93.1
