day,month,statefips,case_count,death_count,new_case_count,new_death_count
27,1,31,0,0,0,0
28,1,31,0,0,0,0
29,1,31,0,0,0,0
30,1,31,0,0,0,0
31,1,31,0,0,0,0
1,2,31,0,0,0,0
2,2,31,0,0,0,0
3,2,31,0,0,0,0
4,2,31,0,0,0,0
5,2,31,0,0,0,0
6,2,31,0,0,0,0
7,2,31,0,0,0,0
8,2,31,0,0,0,0
9,2,31,0,0,0,0
10,2,31,0,0,0,0
11,2,31,0,0,0,0
12,2,31,0,0,0,0
13,2,31,0,0,0,0
14,2,31,0,0,0,0
15,2,31,0,0,0,0
16,2,31,0,0,0,0
17,2,31,10,0,1.43,0
18,2,31,10,0,1.43,0
19,2,31,10,0,1.43,0
20,2,31,11,0,1.57,0
21,2,31,11,0,1.57,0
22,2,31,11,0,1.57,0
23,2,31,11,0,1.57,0
24,2,31,12,0,.286,0
25,2,31,13,0,.429,0
26,2,31,13,0,.429,0
27,2,31,13,0,.286,0
28,2,31,13,0,.286,0
29,2,31,13,0,.286,0
1,3,31,13,0,.286,0
2,3,31,13,0,.143,0
3,3,31,13,0,0,0
4,3,31,13,0,0,0
5,3,31,13,0,0,0
6,3,31,14,0,.143,0
7,3,31,14,0,.143,0
8,3,31,16,0,.429,0
9,3,31,16,0,.429,0
10,3,31,17,0,.571,0
11,3,31,23,0,1.43,0
12,3,31,24,0,1.57,0
13,3,31,27,0,1.86,0
14,3,31,29,0,2.14,0
15,3,31,31,0,2.14,0
16,3,31,33,0,2.43,0
17,3,31,36,0,2.71,0
18,3,31,43,0,2.86,0
19,3,31,47,0,3.29,0
20,3,31,53,0,3.71,0
21,3,31,61,0,4.57,0
22,3,31,62,0,4.43,0
23,3,31,73,0,5.71,0
24,3,31,77,0,5.86,0
25,3,31,84,0,5.86,0
26,3,31,91,0,6.29,0
27,3,31,102,2,7,.286
28,3,31,122,2,8.71,.286
29,3,31,138,2,10.9,.286
30,3,31,185,3,16,.429
31,3,31,199,4,17.4,.571
1,4,31,249,5,23.6,.714
2,4,31,273,6,26,.857
3,4,31,297,6,27.9,.571
4,4,31,339,8,31,.857
5,4,31,377,8,34.1,.857
6,4,31,438,10,36.1,1
7,4,31,491,12,41.7,1.14
8,4,31,538,14,41.3,1.29
9,4,31,594,15,45.9,1.29
10,4,31,678,18,54.4,1.71
11,4,31,718,18,54.1,1.43
12,4,31,805,18,61.1,1.43
13,4,31,870,19,61.7,1.29
14,4,31,930,21,62.7,1.29
15,4,31,994,22,65.1,1.14
16,4,31,1094,24,71.4,1.29
17,4,31,1216,24,76.9,.857
18,4,31,1348,28,90,1.43
19,4,31,1473,28,95.4,1.43
20,4,31,1646,33,111,2
21,4,31,1726,38,114,2.43
22,4,31,1826,42,119,2.86
23,4,31,2190,46,157,3.14
24,4,31,2474,50,180,3.71
25,4,31,2898,52,221,3.43
26,4,31,3126,54,236,3.71
27,4,31,3487,54,263,3
28,4,31,3613,56,270,2.57
29,4,31,3876,67,293,3.57
30,4,31,4332,70,306,3.43
1,5,31,4838,72,338,3.14
2,5,31,5332,75,348,3.29
3,5,31,5686,77,366,3.29
4,5,31,6123,78,377,3.43
5,5,31,6442,81,404,3.57
6,5,31,6771,85,414,2.57
7,5,31,7190,91,408,3
8,5,31,7830,92,427,2.86
9,5,31,8233,95,414,2.86
10,5,31,8328,97,377,2.86
11,5,31,8575,99,350,3
12,5,31,8732,102,327,3
13,5,31,9072,106,329,3
14,5,31,9411,117,317,3.71
15,5,31,9766,122,277,4.29
16,5,31,10220,129,284,4.86
17,5,31,10348,129,289,4.57
18,5,31,10625,132,293,4.71
19,5,31,10846,136,302,4.86
20,5,31,11119,141,292,5
21,5,31,11423,148,287,4.43
22,5,31,11661,149,271,3.86
23,5,31,11988,150,253,3
24,5,31,12133,153,255,3.43
25,5,31,12354,155,247,3.29
26,5,31,12618,160,253,3.43
27,5,31,12975,168,265,3.86
28,5,31,13260,170,262,3.14
29,5,31,13654,177,285,4
30,5,31,13905,177,274,3.86
31,5,31,14101,178,281,3.57
1,6,31,14345,183,284,4
2,6,31,14611,187,285,3.86
3,6,31,14866,189,270,3
4,6,31,15117,193,265,3.29
5,6,31,15379,193,246,2.29
6,6,31,15543,196,234,2.71
7,6,31,15634,196,219,2.57
8,6,31,15752,196,201,1.86
9,6,31,15888,199,182,1.71
10,6,31,16025,209,166,2.86
11,6,31,16315,217,171,3.43
12,6,31,16513,221,162,4
13,6,31,16634,221,156,3.57
14,6,31,16735,221,157,3.57
15,6,31,16860,226,158,4.29
16,6,31,17031,236,163,5.29
17,6,31,17226,239,172,4.29
18,6,31,17415,244,157,3.86
19,6,31,17591,249,154,4
20,6,31,17707,249,153,4
21,6,31,17810,252,154,4.43
22,6,31,17957,255,157,4.14
23,6,31,18091,262,151,3.71
24,6,31,18220,263,142,3.43
25,6,31,18346,266,133,3.14
26,6,31,18524,270,133,3
27,6,31,18775,271,153,3.14
28,6,31,18900,271,156,2.71
29,6,31,19064,273,158,2.57
30,6,31,19194,279,158,2.43
1,7,31,19325,282,158,2.71
2,7,31,19476,284,161,2.57
3,7,31,19660,285,162,2.14
4,7,31,19826,285,150,2
5,7,31,19937,285,148,2
6,7,31,20052,286,141,1.86
7,7,31,20205,287,144,1.14
8,7,31,20437,291,159,1.29
9,7,31,20658,294,169,1.43
10,7,31,20834,294,168,1.29
11,7,31,21035,296,173,1.57
12,7,31,21214,296,182,1.57
13,7,31,21444,298,199,1.71
14,7,31,21717,299,216,1.71
15,7,31,21979,302,220,1.57
16,7,31,22178,307,217,1.86
17,7,31,22361,308,218,2
18,7,31,22545,308,216,1.71
19,7,31,22637,308,203,1.71
20,7,31,22847,313,200,2.14
21,7,31,23190,313,210,2
22,7,31,23486,314,215,1.71
23,7,31,23818,318,234,1.57
24,7,31,24174,322,259,2
25,7,31,24412,322,267,2
26,7,31,24618,322,283,2
27,7,31,24899,322,293,1.29
28,7,31,25140,326,279,1.86
29,7,31,25448,331,280,2.43
30,7,31,25766,333,278,2.14
